cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
large-scale dataset,data,medical image analysis,outcome,enables,1,1,high,"can be leveraged to develop medical artificial intelligence for enhancing diagnosis, medical image analysis"
precise prompts,data,segmentation SAM-guided masks,data,transfers_to,1,1,high,"prompts are then fed into SAM, generating segmentation SAM-guided masks."
SAM-guided masks,data,training models,model,enables,1,1,high,provide additional supervision to train CEA-Net effectively.
image-level filtering,model,unreliable SAM masks,data,filters_out,1,1,high,Image-level Filtering Mechanism to filter out unreliable SAM-guided masks.
sam,model,affinity features,data,distills,1,1,high,distills the segmentation capability of the Segment Anything Model (SAM) from 2D masks
affinity feature,model,multi-granularity segmentation,outcome,enables,1,1,high,endow it a new property towards multi-granularity segmentation
contrastive training strategy,model,affinity features,data,improves,1,1,high,scale-aware contrastive training strategy is proposed for the scale-gated affinity feature learning
affinity feature,model,multi-granularity ambiguity,problem,solves,1,1,high,dealing with multi-granularity ambiguity in 3D segmentation
efficient sams,model,real-world applications,outcome,improves,1,1,high,huge computation cost of SAM model has limited its applications to wider real-world applications.
efficient sams,model,zero-shot instance segmentation,outcome,improves,1,1,high,"perform favorably with a significant gain (e.g., ~4 AP on COCO/LVIS) over other fast SAM models."
adjacent nuclei as negative prompts,data,model's capability to identify overlapping nuclei,outcome,improves,1,1,high,enhance the model's capability to identify overlapping nuclei
weak supervision,data,detection and segmentation tasks,model,transfers_to,1,1,high,pre-train our model on objection detection and segmentation tasks
lightweight query-based feature mixer,model,region-specific features,data,aligns_with,1,1,medium,align the region-specific features with the embedding space of language models
small trainable parameters,model,fast scalable training,outcome,improves,1,1,medium,"costs less computation, less memory usage, and less communication bandwidth"
public dataset,data,weak supervision pretraining,adaptation,enables,1,1,high,leverage many publicly available object detection and segmentation datasets
simulation pipeline,data,efficient training of RL,outcome,improves,1,1,high,"allows for efficient RL training, but also for a refinement of the subtasks"
subtask policies,model,overall behavior,outcome,generates,1,1,high,providing guarantees on the overall behavior that results from their composition
discrepancies between simulation and reality,problem,subtask refinement,adaptation,generates,1,1,medium,refinement of the subtasks and their interfaces in response to challenges arising from discrepancies
foundation model,model,adaptable RL policies,outcome,enables,1,1,high,deploy reliable and adaptable RL policies on physical hardware
nerf,model,information aggregation,data,enables,1,1,high,leveraging NeRF to aggregate information from different viewpoints
sam,model,regional captions,data,enables,1,1,high,efficiently equip the Segment Anything Model (SAM) with the ability to generate regional captions
prompt-driven framework,model,state-of-the-art performance,outcome,enables,1,1,high,sets a new state-of-the-art performance on three challenging benchmarks
sam,model,cross-domain adaptability,adaptation,improves,1,1,high,"leverage the benefits of both continuous representations and SAM, to obtain better cross-domain ability"
PEFT,model,high-frequency information,data,integrates_with,1,1,medium,designed a novel adapter to enhance the SAM features with high-frequency information during Parameter-Efficient Fine-Tun
implicit neural representation,model,implicit segmentation,model,generates,1,1,high,utilize Implicit Neural Representation (INR) to learn an implicit segmentation decoder
sampling strategy,model,efficient learning of INR,model,improves,1,1,medium,propose an uncertainty-guided sampling strategy for efficient learning of INR
medsam,model,detailed segmentation boundaries,outcome,improves,1,1,high,predict detailed segmentation boundaries
PEFT,model,SAM,model,adapts,1,1,high,enable the adaptation of the Segment Anything Model (SAM) to various downstream scenarios
cross-block orchestration,model,parameter space,model,improves,1,1,high,enables the adaptation of the Segment Anything Model (SAM) to various downstream scenarios
communication module,model,segmentation performance,outcome,improves,1,1,high,consistently improves the segmentation performance significantly on novel scenarios
data augmentation,data,prompts,data,generates,1,1,high,box-augmentation strategy... create more precise prompts.
bounding box supervision,problem,weakly supervised setting,model,enables,1,1,high,"we study a weakly supervised setting, where only bounding box supervision is available"
sam,model,bounding boxes as prompts,adaptation,integrates_with,1,1,high,utilizes SAM's capability to interpret bounding boxes as prompts
gold boxes,data,pseudo-masks,model,generates,1,1,high,gold bounding boxes given to SAM produce (pseudo-)masks
trained model,model,bounding boxes,data,outputs,1,1,high,a trained object detector outputs bounding boxes
bounding boxes,data,SAM masks,model,enables,1,1,high,given as prompts to SAM to produce another mask
segmentation masks,model,integer programming,model,reconciles,1,1,high,we reconcile the two segmentation masks using a novel integer programming formulation
boxcell,model,Dice gains,outcome,improves,1,1,high,"BoxCell significantly outperforms existing box supervised image segmentation models, obtaining 6-10 point Dice gains"
sam,model,model performance,outcome,improves,1,1,high,SAM-guided Collaborative Learning Network... to boost the model performance.
cross-level enhancement and aggregation network,model,representation capabilities,model,improves,1,1,high,Cross-level Enhancement Module... enhance the representation capabilities.
block enhancement module,model,parameter space,model,enhances,1,1,high,enhancing the impact of the adjustment of projection directions on the entire parameter space
dynamics parameters,data,policy behavior,model,correlates,1,1,high,high variability is crucial to regularize the agent's behavior
DORAEMON,model,entropy of training distribution,data,generates,1,1,high,maximizes the entropy of the training distribution
DORAEMON,model,generalization capabilities,adaptation,improves,1,1,high,retaining generalization capabilities
DORAEMON,model,parameter variability,data,improves,1,1,high,gradually increases the diversity of sampled dynamics parameters
DORAEMON,model,zero-shot transfer,adaptation,enables,1,1,high,successful zero-shot transfer in a robotic manipulation setup
variability,data,conservative policies,model,correlates,1,1,medium,notoriously leads to overly conservative policies when randomizing excessively
high-quality fairness datasets,data,fairness research,outcome,enables,1,1,high,High-quality medical fairness datasets are needed to promote fairness learning research.
error-bound scaling,model,segmentation performance equity,outcome,improves,1,1,high,We anticipate that the segmentation performance equity can be improved by explicitly tackling the hard cases.
SAM,model,error-bound scaling,model,integrates_with,1,1,high,using the segment anything model (SAM).
ur sam,model,auto-prompting reliability,outcome,enhances,1,1,high,enhance the reliability for auto-prompting medical image segmentation
segmentation metric,interface,fair comparisons,outcome,enables,1,1,medium,"To facilitate fair comparisons, we utilize a novel equity-scaled segmentation performance metric."
teacher world model,model,student model,model,adapts,1,1,high,the teacher world model then supervises a student world model
domain-randomized image observations,data,student model,model,transfers_to,1,1,high,student world model that takes the domain-randomised image observations as input
teacher world model,model,sim-to-real,adaptation,enables,1,1,high,TWIST achieves efficient and effective sim-to-real transfer
state observation,data,task-specific knowledge,model,requires,1,1,high,"state observations as readily accessible, privileged information"
twist,model,sim-to-real,adaptation,improves,1,1,high,TWIST achieves efficient and effective sim-to-real transfer
sim-to-real transfer,adaptation,policy transfer,model,improves,1,1,high,addressing the need for effective policy transfer from simulation to practical implementation
mechanization,model,sim-to-real,adaptation,enables,1,1,high,learning cutting tasks based on a mechanistic model-based simulation framework
residual Gaussian process model,model,sim-to-real,outcome,improves,1,1,high,demonstrate successful sim-to-real transfer of a robotic cutting policy
error-bound scaling,model,equity-scaled segmentation performance metric,interface,generates,1,1,medium,we utilize a novel equity-scaled segmentation performance metric to compare segmentation metrics.
synthetic data,data,environmental variability,adaptation,transfers_to,1,1,high,control policy trained entirely in simulated indoor scenes to generalize to diverse real-world environments
representation,model,generalization error bound,outcome,improves,1,1,high,"representation reduces the A-distance between the training and test domains, improving the generalization error bound"
foundation models,model,learned policy,outcome,enables,1,1,medium,"learned policy improves continuously, as the foundation models that it exploits absorb more diverse data"
synthetic data,data,performance boost,outcome,improves,1,1,high,considerable performance boost is achieved when a state-of-the-art detection model is optimized primarily on hybrid sets
real and synthetic data,data,detection model,model,adapts,1,1,high,optimized primarily on hybrid sets of real and synthetic data instead of the real or synthetic data separately
pre-trained ViT,model,performance on medical images,outcome,enables,1,1,high,models trained on natural images can offer good performance on medical images
sam,model,single shot segmentation,outcome,enables,1,1,high,prompt a Segment Anything (SAM) model to arrive at single shot segmentation
single-shot method,model,outperform few-shot segmentation method,outcome,improves,1,1,high,single-shot method outperforms the recently proposed few-shot segmentation method
models trained on labeled data,data,performance on medical images,outcome,transfers_to,1,1,medium,models trained on natural images can offer good performance on medical images
semantic segmentation,model,outperform single-task MVS and segmentation models,outcome,improves,1,1,high,Our approach consistently outperforms single-task MVS and segmentation models
vision transformer,model,depth-related spatial context,data,integrates_with,1,1,high,we use the pretrained vision transformer from the Segment Anything Model (SAM) and integrate lightweight adapters to ext
adapter,model,extract depth-related context,data,enables,1,1,high,integrate lightweight adapters to extract depth-related (3D) spatial context.
human-driven priors,data,dexterous skills,outcome,enables,1,1,high,"DEFT leverages human-driven priors, which are executed directly in the real world."
deft,model,data-efficient pathway,outcome,improves,1,1,high,"DEFT demonstrates success across various tasks, establishing a robust, data-efficient pathway."
learning from demonstration,adaptation,online learning,model,integrates_with,1,1,medium,integration of human-based learning and online fine-tuning.
online optimization,model,human-driven priors,data,improves,1,1,medium,DEFT involves an efficient online optimization procedure.
multi-view stereo technique,model,enhanced depth prediction,data,improves,1,1,high,Multi-View Stereo (MVS) technique for depth prediction that benefits from rich semantic features
depth estimation,data,prompt to our decoder,model,generates,1,1,high,"enhanced depth prediction, in turn, serves as a prompt to our Transformer-based semantic segmentation decoder"
multi-view stereo technique,model,semantic segmentation,model,integrates_with,1,1,high,both tasks enjoy in our quantitative and qualitative studies
correspondence with template image,interface,prompt SAM,model,enables,1,1,medium,leverage the correspondence with respect to a template image to prompt a Segment Anything (SAM) model
foundation models,model,gaze estimation annotation,outcome,transfers_to,1,1,high,SAM could revolutionize gaze estimation by enabling quick and easy image segmentation
parameter-efficient fine-tuning,model,SAM image encoder,model,integrates_with,1,1,high,SAMIHS incorporates parameter-refactoring adapters into SAM's image encoder.
compound loss function,model,boundary localization,outcome,improves,1,1,high,enhance SAMIHS's ability to recognize the boundary regions.
SAM,model,stroke diagnosis and planning,outcome,enables,1,1,high,crucial and challenging step in stroke diagnosis and surgical planning.
grid sampling,data,dense prompts,data,generates,1,1,high,we introduce a novel grid sampling method to generate dense point prompts.
depth features,data,saliency map,adaptation,improves,1,1,high,helps to automatically segment shadows without any manual interventions.
SAM,model,contextual relationships,data,requires,1,1,high,the substantial gap between medical and natural images hinders its direct application
3D images,data,contextual relationships,data,correlates,1,1,high,SAM struggles to learn contextual relationships between slices
SAM,model,stepwise prediction,outcome,improves,1,1,high,step-wise prediction can be achieved by sliding the prediction window
sim-to-real,adaptation,outperform fine-tuning,outcome,improves,1,1,high,the proposed method outperforms fine-tuning or re-training alone
sam,model,DefectSAM,model,integrates_with,1,1,high,"DefectSAM, a novel approach for segmenting defects on highly noisy thermal images based on the widely adopted model, Seg"
DefectSAM,model,defect detection rates,outcome,improves,1,1,high,DefectSAM surpasses existing state-of-the-art segmentation algorithms and achieves significant improvements in defect de
curated dataset,data,DefectSAM,model,requires,1,1,high,Harnessing the power of a meticulously curated dataset generated through labor-intensive lab experiments.
DefectSAM,model,missed detections,outcome,reduces,1,1,high,reducing the occurrence of missed detections and providing more accurate defect size estimations.
DefectSAM,model,inspection capabilities,outcome,improves,1,1,high,"hold significant potential to expedite the evolution of defect detection tools, enabling enhanced inspection capabilitie"
sam,model,auto-prompting segmentation,interface,enables,1,1,high,"turn SAM into a fully automatic manner, it still exhibits subpar performance"
localization framework for prompt generation,model,input prompts for SAM,data,generates,1,1,high,incorporates a prompt augmentation module to obtain a series of input prompts
uncertainty estimation,model,segmentation performance,outcome,improves,1,1,high,improve the segmentation performance with up to 10.7 % and 13.8 % in dice similarity coefficient
uncertainty rectification module,model,segmentation performance,outcome,improves,1,1,high,utilize the distribution of estimated uncertainty to improve the segmentation performance
bounding box prompts,data,segmentation masks,model,generates,1,1,high,point- or bounding box prompts on the central slice as inputs to predict segmentation masks
cutting force examples,data,residual Gaussian process model,model,generates,1,1,medium,learned from either single or multiple real-world cutting force examples
foundation models,model,SAM,model,correlates,1,1,high,Foundation models are experiencing a surge in popularity.
sam,model,transfer learning,model,requires,1,1,high,SAM asserts an ability to segment a wide spectrum of objects but required supervised training.
supervised training,model,labeling time,data,correlates,1,1,high,required supervised training at unprecedented scale.
supervised training,model,compute,data,correlates,1,1,high,required supervised training at unprecedented scale.
sam,model,efficiency,outcome,improves,1,1,high,demonstrating worse efficiency than SSL.
label-free self-supervised learning,model,performance,outcome,improves,1,1,high,compared SAM's performance against clinical ground truth.
eviprompt,model,extensive labeling,data,reduces,1,1,high,significantly reduces the need for extensive labeling and computational resources
eviprompt,model,human prior,interface,incorporates,1,1,medium,"incorporate the human prior into the prompts, which is vital for..."
prompts like bounding boxes,model,segmentation effectiveness,outcome,improves,1,1,high,"prompts improving its performance, evidenced by an IoU of 93.34%"
virtual environment,data,normal forces,data,generates,1,1,high,simulation environment that produces realistic normal forces
model-free reinforcement learning,model,force control policies,model,enables,1,1,high,model-free deep reinforcement learning approach trained in simulation
continuous force control,model,robot,adaptation,transfers_to,1,1,high,transferred to the robot without further fine-tuning
inductive bias,adaptation,sim-to-real,adaptation,facilitates,1,1,high,inductive bias and domain randomization facilitate sim-to-real transfer
continuous force control,model,outperform hand-modeled baseline,outcome,improves,1,1,high,our approach outperforms the hand-modeled baseline
synthetic data,data,tasks,adaptation,transfers_to,1,1,high,robustly learning manipulation skills for real-world tasks using simulated data only
dynamic compliance tuning,model,force modulation,interface,enables,1,1,high,dynamically adjusting the robot's compliance control gains during task execution
Force Planner,model,motion and contact force,interface,integrates_with,1,1,medium,The Force Planner plans both the robot motion and desired contact force
dynamic compliance tuning,model,domain gap,problem,reduces,1,1,high,narrowing the sim-to-real gap
SAM,model,annotated dataset,data,improves,1,1,high,the increasing requirement for annotated eye-image datasets presents a significant opportunity for SAM
human-driven priors,interface,domain gap,adaptation,solves,1,1,medium,vital for alleviating the domain gap between natural and medical images
domain generalization,problem,domain shift,problem,solves,1,1,high,Domain Generalization (DG) aims to reduce domain shifts between domains.
bounding boxes from segmentation module,data,prompts to SAM,model,transfers_to,1,1,medium,We extract the bounding boxes from the segmentation module and send the refined version as prompts to the SAM module.
image resolution variation,problem,performance degradation,outcome,solves,1,1,high,address the challenge of image resolution variation for the Segment Anything Model (SAM)
SAM,model,adaptability to varying resolutions,adaptation,improves,1,1,high,enhance SAM's adaptability to varying image resolutions
token sequence length changes,problem,attention layer consistency,model,requires,1,1,medium,ensure consistent magnitude in the attention layer's dot product values when the token sequence length changes
SAM,model,landcover classification,outcome,enables,1,1,high,CWSAM showcases enhanced performance with fewer computing resources
CWSAM,model,parameter-efficient fine-tuning,model,integrates_with,1,1,high,incorporates lightweight adapters for parameter efficient fine-tuning
parameter-efficient fine-tuning,model,semantic segmentation task,model,enables,1,1,high,achieve semantic segmentation task
mask decoder,model,semantic segmentation task,model,enables,1,1,high,classwise mask decoder is designed to achieve semantic segmentation task
depth estimation,model,segmentation boundary accuracy,outcome,improves,1,1,high,enhance the accuracy of segmentation boundary during the aggregation
spatial-semantic prompt learning,model,effective prompts for SAM,model,improves,1,1,high,SSPrompt achieves superior image segmentation performance consistently across multiple widely adopted datasets.
spatial prompts,model,segmentation mask,outcome,generates,1,1,high,SAMs work with two types of prompts including spatial prompts.
semantic prompts,model,segmentation mask,outcome,generates,1,1,high,SAMs work with two types of prompts including semantic prompts.
effective prompts for SAMs,model,image segmentation performance,outcome,improves,1,1,high,SSPrompt achieves superior image segmentation performance consistently.
SAM,model,automated segmentation algorithms,model,enables,1,1,high,"using the segment anything model (SAM), a freely available neural network... promising results in many generic segmentat"
automated segmentation,model,skull artifact removal,outcome,solves,1,1,high,using automated segmentation algorithms for neuroimaging without the need to train on custom medical imaging dataset.
foundation model,model,excellent feature extraction,model,enables,1,1,high,"advantages of foundation model, such as excellent feature extraction power"
foundation model,model,generalization ability,model,enables,1,1,high,"advantages of foundation model, such as mighty generalization ability"
foundation model,model,few-shot and zero-shot learning,model,enables,1,1,high,"advantages of foundation model, such as great few-shot and zero-shot learning capacity"
foundation model,model,specific tasks,adaptation,enables,1,1,high,potential of leveraging foundational models like SAM for specific downstream tasks
sam,model,meaningful ROIs,data,improves,1,1,high,"utilizes the Segment Anything Model (SAM) to segment organs, abnormalities, bones, etc."
supervised contrastive loss,model,data bias,problem,reduces,1,1,high,aims to mitigate the impact of data bias and encourage the model to capture the essential features
image segmentation,model,high-quality reports,outcome,generates,1,1,high,achieve state-of-the-art performance on the IU X-Ray public dataset.
meaningful ROIs,data,essential features,data,correlates,1,1,medium,pay more attention to the meaningful ROIs in the image to get better visual representations.
SAM,model,semantic ambiguity,problem,generates,1,1,high,SAM's class-agnostic output and high confidence in local segmentation introduce 'semantic ambiguity'.
point distance guidance,model,segmentation performance,outcome,improves,1,1,high,These strategies serve to further enhance the overall segmentation performance.
multiple instance learning,model,semantic matching,outcome,integrates_with,1,1,medium,SAPNet integrates Multiple Instance Learning (MIL) with matching capability.
sam,model,visual RL agents generalization capabilities,outcome,improves,1,1,high,SAM-G significantly improves the visual generalization ability without altering the RL agents' architecture
image features,data,point prompts to SAM,model,generates,1,1,high,utilize image features from DINOv2 and SAM to find correspondence as point prompts to SAM
sam,model,generalization ability,adaptation,improves,1,1,high,we leverage the Segment Anything Model (SAM) to SDG to greatly improve the ability of generalization.
high-quality masked images,data,domain generalization,outcome,improves,1,1,high,SAM-G significantly improves the visual generalization ability
medical terminologies,data,text-based interaction,model,enables,1,1,high,inject medical knowledge into a text encoder via contrastive learning
text encoder,model,large-vocabulary segmentation model,model,generates,1,1,high,formulate a large-vocabulary segmentation model that can be prompted by medical terminologies
large vocabulary model,model,SAM,model,integrates_with,1,1,high,We train SAT-Nano (110M parameters) and SAT-Pro (447M parameters)
SAM,model,ground truth enrichment,data,requires,1,1,high,we employ a ground truth enrichment strategy by modifying original mask annotations.
ground truth enrichment strategy,data,image segmentation,outcome,improves,1,1,high,DIS-SAM significantly advances the SAM... by 8.5%.
real-world dataset,data,performance,outcome,improves,1,1,high,Fine-tuning on real-world data improves performance to 74% mAP.
synthetic data pipeline,data,keypoint detectors,model,generates,1,1,high,we present a synthetic data pipeline to train keypoint detectors.
cloth meshes,adaptation,domain gap,problem,quantifies,1,1,medium,we quantify the remaining sim-to-real gap.
SAM,model,high-quality masked images for agents,data,generates,1,1,high,SAM produces high-quality masked images for agents directly
fss-sam,model,improved accuracy of predicted masks,outcome,enables,1,1,high,FSS-SAM to boost FSS methods by addressing the issue of inaccurate contour.
large-scale training,data,foundation model,model,enables,1,1,high,create one foundation model that can perform multiple tasks.
heavy encoder and decoder frameworks,model,real-time performance,outcome,hinders,1,1,high,hindering their performance in real-time scenarios.
novel dynamic convolution-based method,model,real-time segmentation,problem,solves,1,1,high,explores a novel real-time segmentation setting called real-time multi-purpose segmentation.
single model training,model,multi-task learning,adaptation,improves,1,1,high,aim to use only a single end-to-end model to accomplish all these tasks.
efficient encoder,model,prompt-driven decoding,interface,enables,1,1,high,efficient encoder and an efficient decoupled adapter to perform prompt-driven decoding.
different training strategies,data,co-training performance,outcome,improves,1,1,high,explore different training strategies and one new adapter design to boost co-training performance.
SAM,model,accuracy and speed balance,outcome,achieves,1,1,high,achieves the optimal balance between accuracy and speed for these tasks.
source-free unsupervised category-level pose estimation,problem,domain adaptation,adaptation,solves,1,1,high,adapting to a nuisance-ridden target domain without 3D or depth data
limited datasets,data,constraint on LP detectors,outcome,reduces,1,1,high,limited datasets constrain the effectiveness and robustness of LP detectors
generative model,model,pose estimation accuracy,outcome,improves,1,1,high,significantly improving pose estimation accuracy
iteratively update vertex features,model,domain adaptation,adaptation,generates,1,1,high,iteratively update them based on their proximity to corresponding features in the target domain
em training,model,global pseudo-labeled dataset,data,transfers_to,1,1,medium,simulates fine-tuning on a global pseudo-labeled dataset under mild assumptions
data augmentation tools,data,generalization error,outcome,reduces,1,1,high,compels the model to actively seek extra visual knowledge and acquire robust representations.
large-scale unlabeled data,data,data coverage,data,improves,1,1,high,significantly enlarges the data coverage.
data coverage,data,generalization error,outcome,reduces,1,1,high,thus is able to reduce the generalization error.
pre-trained encoders,model,semantic priors,model,integrates_with,1,1,medium,enforce the model to inherit rich semantic priors from pre-trained encoders.
fine-tuning,model,SOTA,outcome,generates,1,1,high,new SOTAs are set.
pa-sam,model,segmentation performance of SAM,model,improves,1,1,high,"PA-SAM outperforms other SAM-based methods in high-quality, zero-shot, and open-set segmentation."
specific object subparts remain stable,problem,model updates,model,enables,1,1,high,strategic utilization of these invariant subcomponents for effective model updates
LoRA,model,inject parameters into SAM,model,enables,1,1,high,design a Low-Rank Adaptation (LoRA) fine-tuning strategy to inject extra parameters into SAM
SAM,model,transfer SAM,adaptation,transfers_to,1,1,high,transfer SAM into LP detection task
promptable fine-tuning,model,provide SamLP with segmentation capacity,model,enables,1,1,high,propose a promptable fine-tuning step to provide SamLP with promptable segmentation capacity
samlp,model,detection accuracy,outcome,improves,1,1,high,SamLP achieves promising detection performance compared to other LP detectors
YOLOv8,model,bounding boxes,data,generates,1,1,high,uses YOLOv8 to obtain the categories and bounding boxes of oil spill-related objects
bounding boxes,data,class-agnostic masks,data,transfers_to,1,1,high,inputs bounding boxes into the Adapted SAM to retrieve category-agnostic masks
omf module,model,pixel category conflicts,problem,solves,1,1,high,can effectively resolve pixel category conflicts within SAM
SAM,model,mIoU of 69.52%,outcome,generates,1,1,high,"SAM-OIL surpasses existing semantic segmentation-based oil spill detection methods, achieving mIoU of 69.52%"
sam,model,medical image processing,outcome,enables,1,1,high,SAM has found rapid application in medical image processing.
PRS algorithm,model,decrease wrong predictions,outcome,improves,1,1,high,algorithm can remarkably decrease wrong predictions.
SAM,model,segmentation at specified resolution scale,interface,enables,1,1,medium,SAM is able to adjust segmentation according to a specified resolution scale.
SAM,model,clinical challenge,problem,solves,1,1,medium,integrations of SAM necessary to address longstanding clinical challenges.
SAM,model,innovative techniques,data,transfers_to,1,1,medium,explores the core concepts in translating and applying these models effectively.
robot arm,interface,human safety,outcome,improves,1,1,high,developed a knife instrumentation system to detect when the cutting implement comes into contact with meat
collaborative technologies,problem,production abilities,outcome,improves,1,1,medium,support the industry by enhancing automation and improving job quality
robot arm,interface,expert evaluation,outcome,generates,1,1,medium,collected a subjective evaluation of the actions from experts within the U.S. meat processing industry
collaborative technologies,problem,collaboration potential,outcome,solves,1,1,high,existing automation technologies used in the meat industry have limited collaboration potential
sam,model,improved accuracy of predicted masks,outcome,enables,1,1,high,SAM performs well in processing detailed features.
fss methods,model,predicted masks,data,generates,1,1,high,use predicted masks from FSS methods to generate prompts.
predicted masks,data,masks,data,transfers_to,1,1,high,use SAM to predict new masks.
SAM,model,zero-shot learning,adaptation,generates,1,1,high,SAM has demonstrated its prowess in zero-shot learning adaptations for medical imaging.
action space,model,performance,outcome,correlates,1,1,high,"We define metrics that assess the performance, and examine the emerging properties in the different action spaces."
action space,model,reinforcement learning,model,improves,1,1,medium,Our findings have important implications for the design of RL algorithms for robot manipulation tasks.
synthetic data,data,CLIP generalization capability,model,improves,1,1,high,leverage SYNthetiC data for enhancing the generalization capability of CLIP
real and synthetic samples,data,domain-specific information,model,requires,1,1,high,optimize separate domain prompts to capture domain-specific information
domain-specific information,model,semantic consistency,model,integrates_with,1,1,medium,preserve the semantic consistency between two domains
cross-domain features,model,decision boundaries,model,rebalances,1,1,high,aligning the cross-domain features... to rebalance the decision boundaries
multiac6,model,domain gap,adaptation,solves,1,1,high,"MultiAC6 is able to solve the sim-to-real gap, achieving large 3D deformations"
multiac6,model,success rate,outcome,improves,1,1,high,MultiAC6 has a 66% higher success rate than a single-agent approach
multiac6,model,generalization,adaptation,transfers_to,1,1,high,"MultiAC6 generalizes well, without retraining, to DLOs with different lengths or materials"
hierarchical segmenting strategy,model,inference speed,outcome,improves,1,1,high,accelerate the everything inference by $2	imes$ with almost no performance degradation
pruning techniques,model,degraded performance,outcome,correlates,1,1,medium,conventional pruning techniques can remarkably reduce data requirements but would suffer from a degradation in performan
alternate slimming framework,model,knowledge transfer,adaptation,improves,1,1,high,effectively enhances knowledge inheritance under severely limited training data availability
taylor pruning,model,data augmentation,outcome,improves,1,1,medium,boosting the post-distillation after pruning
large-scale labeled data,data,unlabeled real data,data,integrates_with,1,1,high,enables the complementary strengths of both LSD and unlabeled real data (URD)
GlyphMix,model,real-world images,data,generates,1,1,high,GlyphMix freely yields real-world images with annotations derived from synthetic labels
GlyphMix,model,domain gap,adaptation,solves,1,1,high,effectively bridge the linguistic domain gap stemming from English-dominated LSD to URD
FreeReal,model,performance of methods,outcome,improves,1,1,high,"achieves average gains of 1.97%, 3.90%, 3.85%, and 4.56% in improving the performance"
RGB-D sensor,data,latent particle representation,model,generates,1,1,high,VPD learns end to end from posed RGB-D videos and does not require access to privileged information.
latent representation,model,neural network,model,integrates_with,1,1,high,"VPD jointly learns a latent particle-based representation of 3D scenes, a neural simulator of the latent particle dynami"
SAM,model,less training data,data,reduces,1,1,high,demanding over 10 times less training data
SAM,model,high-quality 3D segmentation,outcome,enables,1,1,high,achieve high-quality 3D segmentation of any target object
high-quality ground-truths,data,evaluation of method,outcome,requires,1,1,high,evaluate our method on multiple NeRF datasets where high-quality ground-truths are available
sim-to-real adaptation,adaptation,real-world application,outcome,enables,1,1,high,proposes a sim-to-real adaptation method for real-world application
virtual environment,data,peg-hole shape range,data,generates,1,1,high,extensive training in a simulated environment involves a dataset encompassing a diverse range of peg-hole shapes
f/t data,data,depth accuracy,model,improves,1,1,high,utilizes F/T data for accurate extrinsic pose estimation
concise,model,enhanced extrinsic pose estimation,model,improves,1,1,high,"integrated into the model input, recognizing that identical F/T readings can indicate different poses"
supervised learning,model,peg-in-hole assembly success rates,outcome,improves,1,1,high,transitioning from a reinforcement learning approach to a supervised learning methodology
sim-real dataset,data,effective generalization,adaptation,enables,1,1,high,using a sim-real paired dataset to enable effective generalization to complex and unseen polygon shapes
AI-SAM,model,state-of-the-art performance,outcome,improves,1,1,high,"demonstrate AI-SAM's effectiveness in the automatic setting, achieving state-of-the-art performance"
sambor,model,zero-shot performance,outcome,improves,1,1,high,demonstrates superior zero-shot performance across benchmarks
user prompts,interface,performance,outcome,improves,1,1,high,further enhancing its performance
pre-trained foundation models,model,high-quality segmentation seeds,data,enables,1,1,high,leverage pre-trained foundation models... to address weakly supervised semantic segmentation
CLIP,model,coarse seed maps,data,generates,1,1,high,produce either coarse or fine seed maps
learned prompts,model,pseudo-labels,data,transfers_to,1,1,high,produce high-quality segmentation seeds... serve as pseudo labels
coarse-to-fine framework,model,state-of-the-art performance,outcome,improves,1,1,high,achieves the state-of-the-art performance on PASCAL VOC 2012
concise,model,learning,model,enables,1,1,medium,"used to learn the prompts, which are the only parts need to be learned"
SAM,model,object semantics,problem,requires,1,1,high,its primary limitation lies in the inability to grasp object semantics
sideformer module,model,SAM,model,improves,1,1,high,designed to acquire SAM features adept at perceiving objects
open-set rpn,model,potential objects,data,generates,1,1,high,leverages SAM proposals to assist in finding potential objects
AI-Prompter,model,user prompts,interface,enables,1,1,high,introduce the pioneering Automatic and Interactive Prompter (AI-Prompter) that automatically generates initial point pro
mobilesam,model,efficiency of decoder,model,improves,1,1,high,Our proposed approach not only helps reduce the total time on the mask decoder by at least 16 times
mobilesam,model,superior performance,outcome,improves,1,1,high,achieves superior performance... average performance boost of 3.6%
valid prompts,data,final masks,model,generates,1,1,high,directly generating the final masks with only valid prompts
mobilesam,model,unified framework,interface,enables,1,1,medium,contributing to a unified framework for efficient SegAny and SegEvery
sam,model,accuracy of quality assessment,outcome,improves,1,1,high,SAM to enhance the accuracy of quality assessment for medical image segmentation
medseg segmentation,model,alignment with SAM segmentation,model,correlates,1,1,high,how well MedSeg's segmentation aligns with SAM's segmentation
alignment with SAM segmentation,model,segmentation quality,outcome,generates,1,1,high,generated scores exhibit moderate to strong positive correlation with Dice coefficient scores
bounding box-guided prompts,adaptation,SAM,model,adapts,1,1,high,fine-tuning SAM with bounding box-guided prompts (SAMBA)
low quality scans,problem,algorithm performance,outcome,reduces,1,1,high,limited access to high-quality imaging data hampers algorithm performance.
neural simulator,model,scene images,interface,generates,1,1,high,a renderer that can produce images of the scene from arbitrary views.
ensemble model,model,consensus segmentation,outcome,improves,1,1,high,"ensemble strategy, utilizing multiple modalities and views, produces a robust consensus segmentation."
